Product Name,Price,Brand,Category,Description,Rating,Style Attributes,Size,Color,Purchase History,Average Age Of Clients,Fashion Magazines,Fashion Influencers,Season,Time Period Highest Purchase,Customer Reviews,Social Media Comments,Feedback
V3TQKX7,48.65,Alexander McQueen,Lingerie,Best,4.227170447120065,Vintage,XS,Bisque,High,47,Harper's Bazaar,Leandra Medine,Winter,Evening,160,3909,Neutral
HFERHCS,32.42,Ted Baker,Jewelry,Not Good,3.9581629365817497,Bohemian,M,DarkOliveGreen,Medium,48,Elle,Olivia Palermo,Winter,Evening,75,847,Negative
IM7ZWC5,49.16,Ted Baker,Dresses,Good,3.4561061429419047,Formal,L,DarkCyan,Low,30,Glamour,Julie Sariñana,Autumn,Afternoon,64,2335,Positive
74AX48O,68.43,Tommy Hilfiger,Lingerie,Best,4.004743035438777,Minimalist,XS,LightYellow,High,48,Marie Claire,Chiara Ferragni,Fall,Evening,115,4555,Neutral
XOWITXC,141.59,Jigsaw,Tops,Not Good,3.828489930575612,Preppy,XL,Wheat,Medium,37,Glamour,Leandra Medine,Winter,Morning,108,3613,Negative
HMKZB2F,146.36,Mulberry,Tops,Very Bad,3.8030138233861157,Streetwear,S,MistyRose,Medium,36,Cosmopolitan,Kendall Jenner,Summer,Afternoon,50,2821,Negative
A54ZH6Y,93.78,Jigsaw,Accessories,Not Good,3.561476272002968,Casual,XS,DarkKhaki,Low,21,Grazia,Leandra Medine,Autumn,Afternoon,58,2081,Negative
VSKRGH1,228.58,Calvin Klein,Dresses,Not Good,4.153642611787998,Preppy,XL,Azure,Medium,54,W,Song of Style,Summer,Evening,134,2398,Positive
1ELK4SO,35.51,Calvin Klein,Bottoms,Very Good,3.3232748370321334,Formal,M,Fuchsia,Medium,60,InStyle,Julie Sariñana,Spring,Afternoon,89,1651,Positive
NME2JTS,41.05,Jigsaw,Swimwear,Not Good,3.6949264263833084,Vintage,XS,WhiteSmoke,High,43,Fashionista,Camila Coelho,Summer,Afternoon,84,209,Negative
J4102HF,212.34,Alexander McQueen,Dresses,Worst,4.25631417217131,Preppy,L,PaleTurquoise,Medium,38,Elle,Kendall Jenner,Autumn,Morning,162,4552,Neutral
IPQI2BC,112.43,Calvin Klein,Outerwear,Best,3.7059240996122638,Minimalist,XL,Coral,Low,54,Grazia,Julie Sariñana,Winter,Evening,69,2187,Positive
VJKDTFU,119.05,Alexander McQueen,Jewelry,Best,4.3741899011330645,Preppy,M,MediumTurquoise,High,22,Vogue,Aimee Song,Summer,Afternoon,139,3622,Neutral
R0QOBE2,495.65,Calvin Klein,Footwear,Not Good,3.9634772953111845,Preppy,XS,AntiqueWhite,Low,23,Harper's Bazaar,Olivia Palermo,Spring,Afternoon,107,2708,Negative
N41NVVU,179.66,Ted Baker,Swimwear,Very Bad,3.9581161812383585,Edgy,M,AliceBlue,Medium,45,Vogue,Aimee Song,Fall,Evening,149,4395,Neutral
ALJ7Q1F,76.43,Ted Baker,Lingerie,Not Good,4.002789496447288,Bohemian,XS,Peru,High,41,W,Chiara Ferragni,Spring,Morning,126,3894,Positive
R28R1LT,80.85,Alexander McQueen,Bottoms,Not Good,3.830080237286986,Casual,M,DarkOrchid,High,36,InStyle,Gigi Hadid,Spring,Morning,95,817,Positive
8MJIJZB,11.61,Alexander McQueen,Accessories,Not Good,4.030664502476902,Glamorous,M,SkyBlue,Medium,30,Fashionista,Camila Coelho,Winter,Morning,198,1191,Negative
G6TBKT1,42.11,Mulberry,Accessories,Very Bad,3.5568553149776907,Preppy,L,SlateBlue,Medium,23,Cosmopolitan,Aimee Song,Fall,Evening,150,556,Positive
IXJPKUQ,72.93,Mulberry,Jewelry,Good,3.530967660168749,Sporty,L,NavajoWhite,Low,58,Harper's Bazaar,Negin Mirsalehi,Summer,Evening,112,2583,Neutral
XSR6J8J,96.8,Mulberry,Accessories,Very Good,3.7913999280830892,Vintage,L,DeepPink,Medium,43,Glamour,Negin Mirsalehi,Winter,Morning,143,1727,Neutral
3E5E53X,34.58,Alexander McQueen,Lingerie,Very Good,3.947304823560202,Sporty,M,Linen,Medium,33,W,Aimee Song,Summer,Morning,57,347,Positive
H53C9ZF,136.09,Burberry,Activewear,Best,4.166573892104607,Preppy,XS,PeachPuff,High,52,InStyle,Leandra Medine,Autumn,Morning,190,2643,Positive
611GPT4,54.12,Mulberry,Footwear,Not Good,3.7159116810625332,Bohemian,M,LawnGreen,Low,59,Glamour,Julie Sariñana,Spring,Evening,189,4192,Positive
ONTGAUM,171.15,Ralph Lauren,Activewear,Very Good,4.098780128034793,Streetwear,XS,Cornsilk,Medium,46,Harper's Bazaar,Leandra Medine,Spring,Morning,165,3443,Positive
2UWIRDM,276.78,Alexander McQueen,Outerwear,Very Bad,3.968669051776988,Edgy,L,Maroon,Medium,30,Elle,Negin Mirsalehi,Autumn,Afternoon,172,248,Positive
3S040C9,51.76,Ted Baker,Dresses,Very Good,4.350193191534809,Bohemian,S,Bisque,Medium,26,Marie Claire,Gigi Hadid,Autumn,Evening,195,4054,Positive
BROMSN7,85.27,Burberry,Footwear,Not Good,4.856963599288366,Glamorous,XS,NavajoWhite,High,21,Grazia,Kendall Jenner,Summer,Afternoon,102,4325,Positive
0CN64YY,73.78,Mulberry,Tops,Good,3.662522462481858,Streetwear,S,DarkGray,High,43,Glamour,Chiara Ferragni,Fall,Morning,107,1303,Negative
248YZ4W,56.37,Mulberry,Tops,Not Good,3.95694948214723,Glamorous,XS,Aquamarine,High,30,Cosmopolitan,Gigi Hadid,Autumn,Evening,148,2282,Neutral
LRXKP1A,190.19,Alexander McQueen,Swimwear,Very Good,4.420591216399079,Glamorous,XS,LightCyan,Medium,41,Elle,Julie Sariñana,Spring,Afternoon,79,3078,Negative
XLTQTC2,29.52,Burberry,Accessories,Best,4.169220412201392,Edgy,M,MintCream,High,32,Vogue,Gigi Hadid,Fall,Morning,184,1701,Neutral
1LZXVEK,259.94,Ted Baker,Outerwear,Worst,3.751191130116472,Edgy,XS,LavenderBlush,Medium,60,Marie Claire,Leandra Medine,Autumn,Morning,122,2665,Negative
A1UBOWR,36.99,Jigsaw,Jewelry,Not Good,3.9971969664033034,Preppy,L,Chocolate,Medium,51,Marie Claire,Kendall Jenner,Winter,Afternoon,178,4840,Negative
UQ1OMTQ,159.83,Ralph Lauren,Activewear,Worst,4.328885939291564,Bohemian,L,SeaGreen,High,24,Glamour,Aimee Song,Winter,Evening,149,576,Negative
T2HKL6Y,169.39,Jigsaw,Swimwear,Very Bad,3.631229971398591,Edgy,L,GoldenRod,Low,35,Grazia,Gigi Hadid,Spring,Evening,79,4231,Positive
QV95X7U,143.82,Tommy Hilfiger,Activewear,Best,4.009892060760898,Edgy,M,NavajoWhite,High,47,Grazia,Gigi Hadid,Autumn,Afternoon,144,2341,Neutral
OLPAUEZ,116.24,Ted Baker,Activewear,Very Bad,3.929333278041369,Streetwear,L,DarkKhaki,High,55,Harper's Bazaar,Leandra Medine,Summer,Morning,152,3918,Negative
BN4MACU,21.81,Ted Baker,Activewear,Not Good,3.4153599326709725,Formal,L,SeaShell,Low,35,InStyle,Julie Sariñana,Summer,Afternoon,68,321,Negative
7ZKUUW2,60.68,Ted Baker,Tops,Best,3.3467611991763224,Minimalist,L,AliceBlue,Low,35,Elle,Camila Coelho,Spring,Afternoon,54,4873,Positive
J6P6KIV,489.1,Jigsaw,Footwear,Very Good,3.8755923284376457,Casual,M,DimGray,High,52,Grazia,Kendall Jenner,Spring,Evening,73,2124,Negative
6JB30J9,151.15,Calvin Klein,Footwear,Very Good,3.78220008857238,Casual,XS,WhiteSmoke,Medium,45,Fashionista,Song of Style,Fall,Morning,142,4546,Positive
MAMOERW,23.73,Burberry,Accessories,Worst,4.074908486312703,Glamorous,L,Blue,Medium,47,Grazia,Olivia Palermo,Spring,Morning,152,1618,Positive
WEG41P7,153.08,Ralph Lauren,Jewelry,Worst,4.136643735485024,Casual,L,OliveDrab,Medium,26,InStyle,Gigi Hadid,Fall,Morning,188,686,Negative
OMCB8MM,97.65,Tommy Hilfiger,Footwear,Good,3.909650562944032,Bohemian,L,DarkGreen,Low,20,Harper's Bazaar,Chiara Ferragni,Spring,Afternoon,104,1636,Neutral
WFA16OB,111.49,Ralph Lauren,Tops,Not Good,4.30218555408409,Streetwear,M,SteelBlue,Medium,40,Fashionista,Gigi Hadid,Summer,Evening,100,2192,Negative
5FL9NQN,127.24,Ralph Lauren,Jewelry,Very Bad,4.207387726030296,Preppy,L,Silver,High,26,Fashionista,Negin Mirsalehi,Autumn,Morning,88,1123,Negative
VVO7IM3,84.28,Ralph Lauren,Accessories,Very Bad,4.163590535073959,Casual,XL,SkyBlue,Medium,59,Vogue,Kendall Jenner,Spring,Afternoon,101,2755,Positive
J87L6WD,281.47,Burberry,Dresses,Not Good,4.099234155379368,Formal,L,Maroon,High,54,Glamour,Aimee Song,Autumn,Evening,158,1012,Positive
06I4EQZ,30.88,Burberry,Jewelry,Very Good,3.963894438970582,Bohemian,L,PaleTurquoise,Low,58,W,Gigi Hadid,Autumn,Afternoon,54,3999,Neutral
AS5DY2K,99.16,Jigsaw,Bottoms,Best,3.4922679957957796,Minimalist,XL,LavenderBlush,Low,30,Grazia,Kendall Jenner,Spring,Morning,93,1080,Neutral
RCWU5MC,93.05,Ted Baker,Activewear,Worst,3.682797462305685,Formal,S,Brown,Medium,33,Elle,Chiara Ferragni,Spring,Afternoon,89,4267,Neutral
5770YRT,230.37,Alexander McQueen,Bottoms,Worst,4.093290107397572,Glamorous,XL,Bisque,Low,49,Vogue,Negin Mirsalehi,Spring,Afternoon,190,4817,Positive
E7S32BJ,81.36,Ted Baker,Lingerie,Bad,3.8014913997994944,Streetwear,XS,FloralWhite,Low,25,Marie Claire,Chiara Ferragni,Fall,Afternoon,80,4753,Negative
OJUOM4Z,112.74,Jigsaw,Jewelry,Very Good,4.2384762685482285,Sporty,M,DarkOliveGreen,High,23,Elle,Chiara Ferragni,Fall,Evening,113,3219,Neutral
NBBFC3U,10.97,Jigsaw,Lingerie,Good,3.9651379535730613,Glamorous,S,SeaShell,Medium,23,Marie Claire,Aimee Song,Fall,Morning,123,3445,Positive
F336GHL,55.54,Tommy Hilfiger,Jewelry,Not Good,3.676613825318172,Preppy,M,LimeGreen,Medium,25,Harper's Bazaar,Kendall Jenner,Autumn,Evening,168,1438,Positive
M2W0FGI,150.29,Jigsaw,Jewelry,Best,3.9519660268699215,Bohemian,S,Indigo,High,44,Elle,Kendall Jenner,Autumn,Evening,75,3502,Positive
NNGNFUS,109.9,Ted Baker,Bottoms,Not Good,3.7861536388191186,Bohemian,XL,LightSteelBlue,Medium,54,Grazia,Gigi Hadid,Fall,Afternoon,52,1630,Positive
YR4YZZC,31.67,Tommy Hilfiger,Lingerie,Best,3.858738647911626,Sporty,M,Teal,Medium,21,Glamour,Song of Style,Winter,Afternoon,192,4186,Negative
WGOOTL7,394.91,Calvin Klein,Outerwear,Not Good,4.153191930381609,Minimalist,XL,Peru,High,27,W,Olivia Palermo,Autumn,Evening,169,2723,Positive
DKKVPCS,95.2,Ted Baker,Swimwear,Not Good,4.091512552616262,Glamorous,L,DeepSkyBlue,High,58,Glamour,Kendall Jenner,Summer,Afternoon,173,1421,Neutral
ISA0590,429.29,Mulberry,Outerwear,Very Good,3.9521543785640247,Formal,XS,DeepPink,Low,31,InStyle,Gigi Hadid,Spring,Morning,114,3348,Positive
CPETN0S,71.78,Burberry,Lingerie,Bad,4.269523561957895,Minimalist,XL,LightSkyBlue,Medium,50,Marie Claire,Camila Coelho,Summer,Morning,150,1807,Positive
O28U6QF,205.14,Ralph Lauren,Dresses,Bad,4.624815303801836,Glamorous,M,Olive,High,20,Grazia,Gigi Hadid,Fall,Evening,52,4858,Negative
PD03QH7,319.88,Ralph Lauren,Dresses,Not Good,4.310777223518452,Sporty,L,LimeGreen,High,26,InStyle,Camila Coelho,Autumn,Morning,182,1628,Positive
GG3ZOT6,444.7,Jigsaw,Footwear,Very Good,3.9774354624127315,Vintage,XS,YellowGreen,Medium,26,Fashionista,Kendall Jenner,Spring,Afternoon,75,3730,Positive
0L3P2C4,152.76,Ted Baker,Tops,Good,3.989464346343303,Formal,XS,FloralWhite,Medium,24,Grazia,Aimee Song,Winter,Evening,154,3878,Negative
4T48H38,159.1,Jigsaw,Jewelry,Bad,3.737098186400052,Vintage,L,MediumBlue,Low,42,Cosmopolitan,Song of Style,Winter,Morning,107,3895,Positive
E5SAILG,255.37,Ted Baker,Bottoms,Not Good,3.5503090195386284,Vintage,XL,PapayaWhip,Low,58,W,Leandra Medine,Fall,Afternoon,162,3786,Positive
83A7QXW,121.26,Alexander McQueen,Tops,Best,3.9396153214506184,Streetwear,L,MistyRose,Medium,54,Cosmopolitan,Negin Mirsalehi,Winter,Evening,110,299,Negative
LQ45GPU,96.99,Mulberry,Lingerie,Very Bad,3.8019290204151464,Vintage,L,MintCream,Medium,46,InStyle,Song of Style,Summer,Afternoon,119,4346,Positive
4G6FF26,45.23,Ted Baker,Lingerie,Bad,3.894477735034557,Formal,M,Salmon,High,57,Marie Claire,Julie Sariñana,Summer,Morning,103,2688,Positive
7AEVZHQ,131.82,Mulberry,Activewear,Very Bad,3.8835452364113547,Preppy,L,Blue,Medium,59,Harper's Bazaar,Gigi Hadid,Fall,Afternoon,198,3754,Negative
K26J20I,138.8,Burberry,Swimwear,Not Good,3.721299470308685,Preppy,S,LightSlateGray,Low,29,Harper's Bazaar,Leandra Medine,Autumn,Morning,60,4740,Negative
50JGN0F,98.89,Jigsaw,Accessories,Worst,3.9171343091583624,Sporty,L,CornflowerBlue,Medium,47,Cosmopolitan,Olivia Palermo,Fall,Morning,130,4401,Positive
9IF2NZU,430.86,Ralph Lauren,Outerwear,Good,4.496310446676798,Glamorous,XS,Gold,Medium,33,Elle,Kendall Jenner,Fall,Morning,199,4882,Negative
YP9T0RG,144.0,Alexander McQueen,Swimwear,Good,3.779797259774622,Vintage,XL,DarkOrange,Low,26,Grazia,Song of Style,Winter,Afternoon,69,343,Positive
0RCA7YO,64.89,Burberry,Swimwear,Very Bad,3.7493352247003853,Minimalist,XL,MediumSlateBlue,Low,52,Cosmopolitan,Negin Mirsalehi,Winter,Afternoon,177,3103,Negative
PK2VN4Y,258.99,Burberry,Bottoms,Best,4.055610676244513,Edgy,M,Moccasin,Low,28,InStyle,Kendall Jenner,Spring,Afternoon,102,2078,Neutral
4RY9RZD,245.28,Mulberry,Footwear,Best,4.230034065783426,Bohemian,M,SeaShell,High,34,Glamour,Negin Mirsalehi,Fall,Morning,52,4979,Positive
PR6FXM1,390.87,Jigsaw,Footwear,Bad,3.8336498604556954,Vintage,M,PaleTurquoise,Medium,38,Marie Claire,Negin Mirsalehi,Autumn,Evening,160,4644,Positive
DTKIQ6Q,266.62,Tommy Hilfiger,Bottoms,Best,3.96239169785207,Streetwear,M,Khaki,High,50,Glamour,Olivia Palermo,Fall,Evening,150,1874,Negative
ZX33C97,150.62,Alexander McQueen,Outerwear,Very Good,4.356980829013448,Casual,XL,Purple,High,21,Elle,Song of Style,Autumn,Morning,59,2228,Negative
8NFE24J,170.19,Burberry,Activewear,Bad,3.8630285157564836,Casual,XL,DarkOrange,Low,41,Glamour,Song of Style,Winter,Morning,117,3665,Positive
1UTUQO5,431.32,Alexander McQueen,Footwear,Very Good,4.2225742142465865,Edgy,XS,Yellow,Low,44,Fashionista,Kendall Jenner,Winter,Evening,196,2125,Positive
H9OAU9A,179.9,Ted Baker,Activewear,Worst,4.101012407538093,Sporty,M,Chocolate,High,40,InStyle,Aimee Song,Spring,Morning,142,4409,Negative
DMTDQ3X,198.39,Mulberry,Activewear,Worst,3.778155045814096,Edgy,XS,Chartreuse,High,36,Harper's Bazaar,Chiara Ferragni,Fall,Morning,83,999,Negative
Q65S6PM,204.39,Tommy Hilfiger,Dresses,Very Bad,3.946476985852679,Edgy,M,MediumSpringGreen,High,45,InStyle,Chiara Ferragni,Fall,Evening,96,2912,Neutral
6ZPTG9H,79.54,Ted Baker,Jewelry,Best,4.087784309733251,Casual,L,PowderBlue,High,45,Harper's Bazaar,Gigi Hadid,Winter,Evening,155,2672,Positive
LSQE7NP,27.6,Calvin Klein,Tops,Very Bad,3.8599791745142014,Streetwear,XS,PeachPuff,Medium,52,Elle,Aimee Song,Summer,Morning,132,1497,Neutral
L6FBL8X,57.29,Calvin Klein,Accessories,Worst,3.946308553322035,Minimalist,S,DarkGreen,High,56,Glamour,Julie Sariñana,Winter,Evening,124,4268,Neutral
MYLW32E,101.16,Ted Baker,Jewelry,Very Good,4.198915031834749,Streetwear,M,Aquamarine,High,26,Glamour,Olivia Palermo,Winter,Evening,67,4648,Negative
H0XQJMR,102.89,Jigsaw,Jewelry,Good,3.5644407233926025,Streetwear,L,LemonChiffon,Medium,49,Elle,Camila Coelho,Autumn,Afternoon,101,3742,Negative
I0VZJEV,71.5,Tommy Hilfiger,Bottoms,Best,3.9895309067277673,Bohemian,M,SlateBlue,Low,29,W,Gigi Hadid,Winter,Afternoon,121,1627,Positive
6VM5UV7,90.15,Ted Baker,Accessories,Very Bad,4.0819190352726435,Glamorous,S,Blue,Medium,49,Vogue,Kendall Jenner,Summer,Morning,166,560,Negative
KXPKWL1,111.47,Calvin Klein,Swimwear,Very Good,3.4634206079756122,Sporty,M,WhiteSmoke,Medium,56,Harper's Bazaar,Aimee Song,Winter,Afternoon,64,406,Negative
ZCGNM4S,111.63,Mulberry,Footwear,Not Good,3.841371601235994,Vintage,XL,DeepSkyBlue,High,20,Marie Claire,Aimee Song,Spring,Evening,117,1583,Neutral
5NXS2N6,115.32,Ralph Lauren,Outerwear,Very Bad,4.154472721718366,Sporty,S,DarkGoldenRod,Medium,50,Harper's Bazaar,Song of Style,Winter,Evening,190,2987,Positive
6VVV278,459.82,Alexander McQueen,Dresses,Best,4.462856264391078,Glamorous,S,Silver,Low,36,Fashionista,Aimee Song,Spring,Morning,110,3733,Neutral
X2LHBEO,124.87,Jigsaw,Swimwear,Not Good,3.9758300571904504,Streetwear,M,PowderBlue,Medium,53,Marie Claire,Camila Coelho,Winter,Morning,84,4772,Neutral
MN2XXJA,158.29,Mulberry,Jewelry,Not Good,4.107646565643213,Glamorous,XS,GoldenRod,High,41,Marie Claire,Song of Style,Autumn,Evening,119,4225,Neutral
R3S1Y4M,95.94,Burberry,Accessories,Not Good,4.035428487344617,Edgy,L,DarkOrange,Low,58,Glamour,Kendall Jenner,Summer,Evening,64,2779,Negative
F9XQZ8E,108.59,Calvin Klein,Jewelry,Good,3.8971641573188633,Edgy,XS,PapayaWhip,High,33,Harper's Bazaar,Leandra Medine,Winter,Morning,72,1999,Neutral
1ZLMAJ4,99.97,Ralph Lauren,Jewelry,Worst,4.144744335448328,Preppy,L,LightPink,Low,58,W,Camila Coelho,Summer,Evening,108,2704,Negative
XFQU69C,70.68,Ted Baker,Bottoms,Best,3.995514405787972,Bohemian,XS,AntiqueWhite,Low,34,Glamour,Olivia Palermo,Winter,Afternoon,197,2121,Neutral
N67O1U1,248.2,Ralph Lauren,Outerwear,Best,4.351083435168216,Minimalist,XL,SkyBlue,Medium,23,Grazia,Negin Mirsalehi,Spring,Morning,127,1199,Negative
ILIYIRR,346.73,Ted Baker,Dresses,Not Good,3.752527697961798,Sporty,S,Violet,Medium,59,Fashionista,Aimee Song,Fall,Evening,100,4793,Negative
G78FMRB,284.38,Burberry,Bottoms,Good,4.077128640452523,Edgy,XL,Beige,Medium,55,Elle,Olivia Palermo,Autumn,Morning,167,2945,Negative
D1HLVWW,94.81,Mulberry,Swimwear,Very Bad,4.1134909847669405,Preppy,M,LightYellow,High,44,Grazia,Olivia Palermo,Winter,Evening,194,1382,Negative
XZ31HYV,356.3,Mulberry,Footwear,Not Good,4.1260374383352785,Bohemian,S,LightCyan,High,58,Harper's Bazaar,Aimee Song,Autumn,Afternoon,57,3293,Positive
EOWYNKF,98.7,Ralph Lauren,Accessories,Best,4.159881381188962,Casual,XS,Teal,Medium,46,Grazia,Camila Coelho,Summer,Morning,60,4810,Neutral
ED8AYTU,87.13,Jigsaw,Bottoms,Very Good,3.5358744530530477,Formal,L,LightSteelBlue,Low,31,Grazia,Julie Sariñana,Autumn,Evening,138,2040,Negative
6GKIQER,37.21,Ted Baker,Jewelry,Not Good,3.4815268019449315,Vintage,S,SteelBlue,Low,39,Grazia,Chiara Ferragni,Fall,Afternoon,152,1519,Negative
CQYWPLZ,192.49,Mulberry,Activewear,Not Good,3.7561097844527254,Sporty,L,MistyRose,Low,48,Vogue,Negin Mirsalehi,Spring,Evening,105,2969,Neutral
2VFMEKS,182.89,Ted Baker,Bottoms,Very Bad,3.3753299262313496,Glamorous,M,BlanchedAlmond,Medium,54,Cosmopolitan,Chiara Ferragni,Autumn,Evening,122,491,Negative
RTKOE93,65.84,Ralph Lauren,Accessories,Best,4.287594258301942,Minimalist,L,MediumVioletRed,High,42,Elle,Aimee Song,Winter,Evening,172,2347,Negative
BFCOXFB,321.23,Ted Baker,Footwear,Best,4.3104611730205225,Glamorous,L,AntiqueWhite,High,32,Cosmopolitan,Song of Style,Summer,Afternoon,176,839,Neutral
ACGVJFG,352.81,Jigsaw,Outerwear,Best,3.7286329769652546,Streetwear,S,IndianRed,Medium,57,Vogue,Julie Sariñana,Summer,Evening,112,915,Positive
XN92FVW,78.2,Mulberry,Jewelry,Not Good,3.7472837454290793,Vintage,XL,LightGoldenRodYellow,Medium,51,Cosmopolitan,Leandra Medine,Fall,Morning,136,3100,Positive
YODSCW0,203.76,Ralph Lauren,Dresses,Bad,3.9565827966565417,Formal,XS,LemonChiffon,Low,51,Grazia,Kendall Jenner,Spring,Afternoon,63,3035,Negative
NZBBBC7,87.24,Jigsaw,Jewelry,Best,3.8588590940050196,Glamorous,XL,LightCoral,High,54,Cosmopolitan,Olivia Palermo,Spring,Evening,104,3221,Negative
QE4QIZE,200.54,Ralph Lauren,Dresses,Very Good,4.6985189462461445,Vintage,XL,Chocolate,High,22,Fashionista,Julie Sariñana,Winter,Morning,146,1901,Positive
FX6VCD5,51.41,Burberry,Activewear,Best,4.389831221672533,Casual,L,PowderBlue,High,20,Harper's Bazaar,Leandra Medine,Fall,Afternoon,197,1825,Positive
SZI6EX8,184.66,Mulberry,Jewelry,Worst,3.9016492451412548,Vintage,M,DarkGreen,Medium,50,Vogue,Camila Coelho,Autumn,Evening,162,4478,Positive
HPU05NP,33.64,Ralph Lauren,Jewelry,Very Bad,4.057151774560277,Sporty,XL,Aqua,Low,20,InStyle,Aimee Song,Autumn,Morning,133,4848,Positive
T5NDQM0,222.84,Calvin Klein,Dresses,Best,3.8350048374497976,Casual,XS,OliveDrab,Low,22,W,Negin Mirsalehi,Summer,Morning,119,820,Neutral
4C7QH1K,146.06,Ted Baker,Outerwear,Very Good,3.7064382272871548,Casual,XS,Chocolate,Low,31,InStyle,Gigi Hadid,Fall,Morning,125,4488,Neutral
EVA6IK1,216.32,Calvin Klein,Dresses,Very Good,3.836992450921565,Casual,XS,Linen,High,38,Grazia,Gigi Hadid,Autumn,Evening,87,1687,Neutral
FR5U1QN,145.17,Tommy Hilfiger,Tops,Not Good,3.639072314422644,Edgy,L,Linen,High,33,Glamour,Julie Sariñana,Winter,Evening,89,553,Positive
0JBAUEF,113.88,Mulberry,Swimwear,Not Good,3.921867541009119,Bohemian,XL,Chartreuse,High,43,Elle,Camila Coelho,Spring,Morning,77,2076,Negative
95FHK4O,121.75,Ralph Lauren,Swimwear,Not Good,4.33091090696425,Sporty,M,DarkGreen,High,34,Elle,Kendall Jenner,Summer,Morning,149,2119,Negative
NPHFIX5,29.19,Ted Baker,Lingerie,Bad,3.417871820582097,Sporty,M,Plum,Low,22,Grazia,Aimee Song,Fall,Evening,170,1407,Positive
6IRH2BU,335.22,Ted Baker,Dresses,Best,3.8569943067417616,Vintage,XL,DarkSalmon,Medium,48,Marie Claire,Camila Coelho,Spring,Evening,71,3858,Positive
L47NX6Z,285.17,Burberry,Footwear,Good,4.238434997370774,Sporty,M,Bisque,High,31,Vogue,Camila Coelho,Autumn,Afternoon,146,2440,Negative
AIWGHML,54.23,Mulberry,Lingerie,Very Good,3.454757351195791,Sporty,M,Cyan,Low,53,Cosmopolitan,Aimee Song,Spring,Morning,198,2550,Negative
FQW1F9Q,440.07,Mulberry,Footwear,Very Bad,3.8241114032999297,Vintage,XL,Yellow,Low,42,Harper's Bazaar,Aimee Song,Summer,Afternoon,177,2424,Negative
V1LKMW2,43.61,Mulberry,Lingerie,Very Good,3.9823738040972776,Casual,M,SlateGray,Medium,45,Marie Claire,Leandra Medine,Spring,Morning,135,3296,Neutral
L28UBQI,62.7,Ted Baker,Footwear,Not Good,4.069667228003403,Bohemian,L,MediumSpringGreen,Medium,21,Fashionista,Chiara Ferragni,Winter,Afternoon,119,588,Positive
XDLB2FY,35.66,Mulberry,Accessories,Not Good,3.9896043678262982,Bohemian,L,PapayaWhip,High,56,W,Aimee Song,Fall,Morning,151,796,Negative
X7V0QAP,153.37,Burberry,Activewear,Best,3.9327116204614248,Sporty,L,ForestGreen,Medium,27,Fashionista,Gigi Hadid,Autumn,Afternoon,182,675,Neutral
Y49CS88,63.27,Tommy Hilfiger,Dresses,Best,3.6150312952223413,Sporty,L,CornflowerBlue,Medium,43,Fashionista,Aimee Song,Summer,Evening,82,311,Neutral
54LWRN0,134.34,Calvin Klein,Activewear,Not Good,4.086542610386971,Preppy,XS,DarkSalmon,High,35,Glamour,Leandra Medine,Fall,Evening,190,3724,Positive
1TZXU2E,386.33,Alexander McQueen,Dresses,Not Good,4.361196210119981,Minimalist,S,MediumBlue,Medium,52,Cosmopolitan,Leandra Medine,Spring,Morning,143,1564,Positive
FCQWH9X,94.59,Ralph Lauren,Accessories,Not Good,3.968977938058585,Preppy,S,GhostWhite,Medium,57,Cosmopolitan,Negin Mirsalehi,Spring,Morning,141,2388,Negative
HDE1AD2,86.55,Tommy Hilfiger,Jewelry,Bad,3.7467174444817335,Vintage,XS,DarkTurquoise,High,21,Fashionista,Gigi Hadid,Fall,Morning,158,1113,Neutral
B1TBDLA,187.26,Ralph Lauren,Bottoms,Very Bad,4.231302114124948,Vintage,XL,OliveDrab,High,46,Grazia,Negin Mirsalehi,Winter,Morning,64,2515,Positive
G1ER7WE,129.03,Alexander McQueen,Jewelry,Very Bad,4.316641622721506,Formal,XS,OrangeRed,High,49,Grazia,Song of Style,Spring,Evening,69,3419,Positive
OPYB94J,25.85,Tommy Hilfiger,Swimwear,Good,3.3283744697712727,Glamorous,S,Indigo,Low,27,Elle,Gigi Hadid,Autumn,Afternoon,108,286,Neutral
JZQSI0U,67.62,Calvin Klein,Lingerie,Best,4.007285617352867,Vintage,M,Magenta,High,22,Grazia,Kendall Jenner,Summer,Afternoon,145,3101,Negative
EMDARQ8,156.62,Ralph Lauren,Bottoms,Good,4.145733621588656,Glamorous,XS,Cyan,Low,59,Grazia,Chiara Ferragni,Summer,Evening,199,3694,Neutral
RGW7W6Q,58.13,Tommy Hilfiger,Jewelry,Bad,3.5483700594289576,Minimalist,M,Blue,Low,55,Marie Claire,Gigi Hadid,Winter,Afternoon,77,3572,Positive
PDT8D5B,346.1,Jigsaw,Outerwear,Best,4.171586045049537,Preppy,L,SkyBlue,High,24,W,Leandra Medine,Winter,Afternoon,198,2393,Positive
C33HZSW,473.31,Burberry,Outerwear,Not Good,3.9363669965041237,Vintage,XL,DarkViolet,High,37,Vogue,Aimee Song,Fall,Morning,85,288,Positive
EYNF5CL,119.91,Tommy Hilfiger,Dresses,Best,4.0312396354055,Casual,S,Aqua,Medium,21,InStyle,Gigi Hadid,Autumn,Morning,80,4413,Positive
